start_ip,end_ip,country,country_name,continent,continent_name
2.18.52.153,2.18.52.156,KR,South Korea,AS,Asia
2.18.52.158,2.18.52.158,KR,South Korea,AS,Asia
2.18.52.160,2.18.52.160,KR,South Korea,AS,Asia
2.18.52.164,2.18.52.170,KR,South Korea,AS,Asia
2.18.52.172,2.18.52.176,KR,South Korea,AS,Asia
2.18.52.178,2.18.52.178,KR,South Korea,AS,Asia
2.18.52.180,2.18.52.182,KR,South Korea,AS,Asia
2.18.52.185,2.18.52.185,KR,South Korea,AS,Asia
2.18.52.187,2.18.52.187,KR,South Korea,AS,Asia
2.18.52.190,2.18.52.194,KR,South Korea,AS,Asia
2.18.52.196,2.18.52.200,KR,South Korea,AS,Asia
2.18.52.202,2.18.52.206,KR,South Korea,AS,Asia
2.18.52.208,2.18.52.216,KR,South Korea,AS,Asia
2.18.52.218,2.18.52.218,KR,South Korea,AS,Asia
2.18.52.221,2.18.52.221,KR,South Korea,AS,Asia
2.18.52.223,2.18.52.227,KR,South Korea,AS,Asia
2.18.52.229,2.18.52.230,KR,South Korea,AS,Asia
2.18.52.234,2.18.52.234,KR,South Korea,AS,Asia
2.18.52.236,2.18.52.236,KR,South Korea,AS,Asia
2.18.52.239,2.18.52.244,KR,South Korea,AS,Asia
2.18.52.246,2.18.52.246,KR,South Korea,AS,Asia
2.18.52.248,2.18.52.249,KR,South Korea,AS,Asia
2.18.52.251,2.18.52.254,KR,South Korea,AS,Asia
2.18.53.2,2.18.53.9,KR,South Korea,AS,Asia
2.18.53.11,2.18.53.17,KR,South Korea,AS,Asia
2.18.53.22,2.18.53.22,KR,South Korea,AS,Asia
2.18.53.26,2.18.53.26,KR,South Korea,AS,Asia
2.18.53.29,2.18.53.30,KR,South Korea,AS,Asia
2.18.53.32,2.18.53.33,KR,South Korea,AS,Asia
2.18.53.37,2.18.53.39,KR,South Korea,AS,Asia
2.18.53.41,2.18.53.46,KR,South Korea,AS,Asia
2.18.53.48,2.18.53.52,KR,South Korea,AS,Asia
2.18.53.54,2.18.53.56,KR,South Korea,AS,Asia
2.18.53.58,2.18.53.61,KR,South Korea,AS,Asia
2.18.53.65,2.18.53.65,KR,South Korea,AS,Asia
2.18.53.67,2.18.53.67,KR,South Korea,AS,Asia
2.18.53.69,2.18.53.70,KR,South Korea,AS,Asia
2.18.53.74,2.18.53.75,KR,South Korea,AS,Asia
2.18.53.77,2.18.53.77,KR,South Korea,AS,Asia
2.18.53.79,2.18.53.79,KR,South Korea,AS,Asia
2.18.53.82,2.18.53.86,KR,South Korea,AS,Asia
2.18.53.88,2.18.53.88,KR,South Korea,AS,Asia
2.18.53.90,2.18.53.92,KR,South Korea,AS,Asia
2.18.53.95,2.18.53.96,KR,South Korea,AS,Asia
2.18.53.98,2.18.53.101,KR,South Korea,AS,Asia
2.18.53.103,2.18.53.105,KR,South Korea,AS,Asia
2.18.53.107,2.18.53.108,KR,South Korea,AS,Asia
2.18.53.110,2.18.53.120,KR,South Korea,AS,Asia
2.18.53.123,2.18.53.123,KR,South Korea,AS,Asia
2.18.53.125,2.18.53.125,KR,South Korea,AS,Asia
2.18.53.127,2.18.53.132,KR,South Korea,AS,Asia
2.18.53.135,2.18.53.135,KR,South Korea,AS,Asia
2.18.53.139,2.18.53.139,KR,South Korea,AS,Asia
2.18.53.141,2.18.53.142,KR,South Korea,AS,Asia
2.18.53.144,2.18.53.145,KR,South Korea,AS,Asia
2.18.53.147,2.18.53.150,KR,South Korea,AS,Asia
2.18.53.152,2.18.53.153,KR,South Korea,AS,Asia
2.18.53.155,2.18.53.155,KR,South Korea,AS,Asia
2.18.53.157,2.18.53.157,KR,South Korea,AS,Asia
2.18.53.159,2.18.53.159,KR,South Korea,AS,Asia
2.18.53.161,2.18.53.162,KR,South Korea,AS,Asia
2.18.53.164,2.18.53.164,KR,South Korea,AS,Asia
2.18.53.167,2.18.53.171,KR,South Korea,AS,Asia
2.18.53.174,2.18.53.176,KR,South Korea,AS,Asia
2.18.53.178,2.18.53.181,KR,South Korea,AS,Asia
2.18.53.183,2.18.53.183,KR,South Korea,AS,Asia
2.18.53.185,2.18.53.186,KR,South Korea,AS,Asia
2.18.53.188,2.18.53.190,KR,South Korea,AS,Asia
2.18.53.192,2.18.53.192,KR,South Korea,AS,Asia
2.18.53.194,2.18.53.194,KR,South Korea,AS,Asia
2.18.53.196,2.18.53.200,KR,South Korea,AS,Asia
2.18.53.203,2.18.53.207,KR,South Korea,AS,Asia
2.18.53.209,2.18.53.227,KR,South Korea,AS,Asia
2.18.53.229,2.18.53.230,KR,South Korea,AS,Asia
2.18.53.233,2.18.53.233,KR,South Korea,AS,Asia
2.18.53.238,2.18.53.243,KR,South Korea,AS,Asia
2.18.53.245,2.18.53.245,KR,South Korea,AS,Asia
2.18.53.249,2.18.53.254,KR,South Korea,AS,Asia
2.59.153.0,2.59.153.255,KR,South Korea,AS,Asia
3.2.37.0,3.2.37.63,KR,South Korea,AS,Asia
3.5.140.0,3.5.145.255,KR,South Korea,AS,Asia
3.34.0.0,3.39.255.255,KR,South Korea,AS,Asia
4.68.110.209,4.68.110.214,KR,South Korea,AS,Asia
4.69.134.38,4.69.134.38,KR,South Korea,AS,Asia
4.69.134.42,4.69.134.42,KR,South Korea,AS,Asia
4.69.170.67,4.69.170.67,KR,South Korea,AS,Asia
4.181.0.0,4.181.255.255,KR,South Korea,AS,Asia
4.183.0.0,4.183.255.255,KR,South Korea,AS,Asia
4.217.0.0,4.218.255.255,KR,South Korea,AS,Asia
4.230.0.0,4.230.255.255,KR,South Korea,AS,Asia
4.243.0.0,4.243.255.255,KR,South Korea,AS,Asia
5.5.5.4,5.5.5.49,KR,South Korea,AS,Asia
8.29.230.224,8.29.230.224,KR,South Korea,AS,Asia
8.29.231.221,8.29.231.221,KR,South Korea,AS,Asia
8.29.231.224,8.29.231.224,KR,South Korea,AS,Asia
8.34.70.0,8.34.70.255,KR,South Korea,AS,Asia
8.38.149.0,8.38.149.255,KR,South Korea,AS,Asia
8.213.128.0,8.213.159.255,KR,South Korea,AS,Asia
8.220.192.0,8.220.255.255,KR,South Korea,AS,Asia
8.244.72.0,8.244.72.255,KR,South Korea,AS,Asia
8.244.74.3,8.244.74.255,KR,South Korea,AS,Asia
8.246.128.0,8.246.138.255,KR,South Korea,AS,Asia
8.246.160.0,8.246.162.255,KR,South Korea,AS,Asia
9.36.52.0,9.36.52.255,KR,South Korea,AS,Asia
9.36.54.0,9.36.54.255,KR,South Korea,AS,Asia
9.41.68.0,9.41.68.98,KR,South Korea,AS,Asia
9.41.68.100,9.41.68.255,KR,South Korea,AS,Asia
11.6.148.0,11.6.148.255,KR,South Korea,AS,Asia
11.6.184.0,11.6.184.8,KR,South Korea,AS,Asia
11.6.184.10,11.6.184.172,KR,South Korea,AS,Asia
11.6.184.174,11.6.184.180,KR,South Korea,AS,Asia
11.6.184.182,11.6.185.8,KR,South Korea,AS,Asia
11.6.185.18,11.6.185.74,KR,South Korea,AS,Asia
11.6.185.78,11.6.185.82,KR,South Korea,AS,Asia
11.6.185.84,11.6.185.100,KR,South Korea,AS,Asia
11.6.185.102,11.6.185.120,KR,South Korea,AS,Asia
11.6.185.122,11.6.185.168,KR,South Korea,AS,Asia
11.6.185.174,11.6.185.178,KR,South Korea,AS,Asia
11.6.185.180,11.6.185.192,KR,South Korea,AS,Asia
11.6.185.194,11.6.185.220,KR,South Korea,AS,Asia
11.178.8.0,11.178.8.255,KR,South Korea,AS,Asia
11.178.55.0,11.178.56.255,KR,South Korea,AS,Asia
11.178.244.0,11.178.244.255,KR,South Korea,AS,Asia
11.178.252.0,11.178.252.255,KR,South Korea,AS,Asia
12.5.248.1,12.5.248.20,KR,South Korea,AS,Asia
12.6.248.18,12.6.248.28,KR,South Korea,AS,Asia
12.6.248.34,12.6.248.34,KR,South Korea,AS,Asia
12.6.248.44,12.6.248.44,KR,South Korea,AS,Asia
13.34.11.192,13.34.11.255,KR,South Korea,AS,Asia
13.34.12.133,13.34.12.164,KR,South Korea,AS,Asia
13.34.58.134,13.34.58.136,KR,South Korea,AS,Asia
13.34.58.140,13.34.58.140,KR,South Korea,AS,Asia
13.34.58.176,13.34.58.176,KR,South Korea,AS,Asia
13.104.47.0,13.104.47.255,KR,South Korea,AS,Asia
13.104.56.0,13.104.63.127,KR,South Korea,AS,Asia
13.104.96.88,13.104.96.95,KR,South Korea,AS,Asia
13.104.96.176,13.104.96.203,KR,South Korea,AS,Asia
13.104.97.104,13.104.97.127,KR,South Korea,AS,Asia
13.104.97.132,13.104.97.135,KR,South Korea,AS,Asia
13.104.97.144,13.104.97.159,KR,South Korea,AS,Asia
13.104.98.184,13.104.98.191,KR,South Korea,AS,Asia
13.104.98.224,13.104.98.255,KR,South Korea,AS,Asia
13.104.99.48,13.104.99.95,KR,South Korea,AS,Asia
13.104.100.128,13.104.100.191,KR,South Korea,AS,Asia
13.104.109.0,13.104.109.63,KR,South Korea,AS,Asia
13.104.157.0,13.104.157.191,KR,South Korea,AS,Asia
13.104.183.16,13.104.183.31,KR,South Korea,AS,Asia
13.104.223.128,13.104.223.191,KR,South Korea,AS,Asia
13.104.255.48,13.104.255.63,KR,South Korea,AS,Asia
13.105.20.0,13.105.20.191,KR,South Korea,AS,Asia
13.105.68.0,13.105.68.65,KR,South Korea,AS,Asia
13.105.69.65,13.105.69.65,KR,South Korea,AS,Asia
13.105.70.0,13.105.70.64,KR,South Korea,AS,Asia
13.105.94.0,13.105.94.32,KR,South Korea,AS,Asia
13.105.94.40,13.105.94.255,KR,South Korea,AS,Asia
13.105.96.112,13.105.96.127,KR,South Korea,AS,Asia
13.105.97.64,13.105.97.95,KR,South Korea,AS,Asia
13.105.146.0,13.105.147.255,KR,South Korea,AS,Asia
13.105.167.65,13.105.167.65,KR,South Korea,AS,Asia
13.105.167.128,13.105.167.191,KR,South Korea,AS,Asia
13.105.172.0,13.105.172.63,KR,South Korea,AS,Asia
13.106.90.0,13.106.93.255,KR,South Korea,AS,Asia
13.106.210.2,13.106.210.6,KR,South Korea,AS,Asia
13.106.210.185,13.106.210.191,KR,South Korea,AS,Asia
13.106.239.116,13.106.239.131,KR,South Korea,AS,Asia
13.107.185.148,13.107.185.151,KR,South Korea,AS,Asia
13.107.185.160,13.107.185.163,KR,South Korea,AS,Asia
13.107.194.20,13.107.194.23,KR,South Korea,AS,Asia
13.107.194.252,13.107.194.255,KR,South Korea,AS,Asia
13.107.209.64,13.107.209.65,KR,South Korea,AS,Asia
13.107.209.68,13.107.209.68,KR,South Korea,AS,Asia
13.107.209.71,13.107.209.73,KR,South Korea,AS,Asia
13.107.209.76,13.107.209.78,KR,South Korea,AS,Asia
13.124.0.0,13.125.255.255,KR,South Korea,AS,Asia
13.209.0.0,13.209.255.255,KR,South Korea,AS,Asia
13.225.105.0,13.225.119.255,KR,South Korea,AS,Asia
13.225.121.0,13.225.135.255,KR,South Korea,AS,Asia
14.0.38.0,14.0.38.255,KR,South Korea,AS,Asia
14.0.41.123,14.0.41.123,KR,South Korea,AS,Asia
14.0.41.145,14.0.41.145,KR,South Korea,AS,Asia
14.0.41.166,14.0.41.166,KR,South Korea,AS,Asia
14.0.45.0,14.0.45.255,KR,South Korea,AS,Asia
14.0.49.0,14.0.60.255,KR,South Korea,AS,Asia
14.0.62.0,14.0.127.255,KR,South Korea,AS,Asia
14.4.0.0,14.7.255.255,KR,South Korea,AS,Asia
14.32.0.0,14.95.255.255,KR,South Korea,AS,Asia
14.128.128.0,14.129.255.255,KR,South Korea,AS,Asia
14.138.0.0,14.138.255.255,KR,South Korea,AS,Asia
14.192.80.0,14.192.95.255,KR,South Korea,AS,Asia
14.206.0.0,14.206.255.255,KR,South Korea,AS,Asia
15.158.3.0,15.158.3.255,KR,South Korea,AS,Asia
15.158.81.0,15.158.81.255,KR,South Korea,AS,Asia
15.158.140.0,15.158.140.255,KR,South Korea,AS,Asia
15.164.0.0,15.165.255.255,KR,South Korea,AS,Asia
15.177.76.0,15.177.76.255,KR,South Korea,AS,Asia
15.193.9.0,15.193.9.255,KR,South Korea,AS,Asia
15.230.60.0,15.230.60.255,KR,South Korea,AS,Asia
15.230.74.128,15.230.75.63,KR,South Korea,AS,Asia
15.230.81.0,15.230.81.255,KR,South Korea,AS,Asia
15.230.196.0,15.230.196.255,KR,South Korea,AS,Asia
15.230.207.0,15.230.207.255,KR,South Korea,AS,Asia
15.248.4.32,15.248.4.63,KR,South Korea,AS,Asia
15.248.4.232,15.248.4.247,KR,South Korea,AS,Asia
15.248.36.0,15.248.39.255,KR,South Korea,AS,Asia
16.0.178.0,16.0.178.255,KR,South Korea,AS,Asia
17.0.17.3,17.0.17.7,KR,South Korea,AS,Asia
17.0.17.9,17.0.17.22,KR,South Korea,AS,Asia
17.0.120.0,17.0.120.255,KR,South Korea,AS,Asia
17.0.181.0,17.0.181.255,KR,South Korea,AS,Asia
17.91.0.8,17.91.0.8,KR,South Korea,AS,Asia
17.91.0.16,17.91.0.16,KR,South Korea,AS,Asia
17.91.0.72,17.91.0.72,KR,South Korea,AS,Asia
17.91.0.80,17.91.0.80,KR,South Korea,AS,Asia
17.91.1.64,17.91.1.67,KR,South Korea,AS,Asia
17.91.56.0,17.91.63.255,KR,South Korea,AS,Asia
17.91.200.0,17.91.207.255,KR,South Korea,AS,Asia
17.91.248.0,17.92.9.255,KR,South Korea,AS,Asia
17.92.32.0,17.92.35.255,KR,South Korea,AS,Asia
17.92.40.0,17.92.47.255,KR,South Korea,AS,Asia
17.242.130.0,17.242.131.255,KR,South Korea,AS,Asia
17.242.164.0,17.242.164.255,KR,South Korea,AS,Asia
17.253.114.0,17.253.115.255,KR,South Korea,AS,Asia
18.64.0.0,18.64.14.255,KR,South Korea,AS,Asia
18.67.42.0,18.67.56.255,KR,South Korea,AS,Asia
20.20.20.100,20.20.20.100,KR,South Korea,AS,Asia
20.20.100.5,20.20.100.5,KR,South Korea,AS,Asia
20.39.168.0,20.39.175.255,KR,South Korea,AS,Asia
20.39.184.0,20.39.207.255,KR,South Korea,AS,Asia
20.41.64.0,20.41.127.255,KR,South Korea,AS,Asia
20.44.24.0,20.44.31.255,KR,South Korea,AS,Asia
20.47.46.0,20.47.47.255,KR,South Korea,AS,Asia
20.47.90.0,20.47.91.255,KR,South Korea,AS,Asia
20.60.16.0,20.60.16.255,KR,South Korea,AS,Asia
20.60.45.0,20.60.45.255,KR,South Korea,AS,Asia
20.60.200.0,20.60.203.255,KR,South Korea,AS,Asia
20.95.140.0,20.95.140.255,KR,South Korea,AS,Asia
20.135.26.0,20.135.27.255,KR,South Korea,AS,Asia
20.135.30.0,20.135.31.255,KR,South Korea,AS,Asia
20.135.108.0,20.135.113.255,KR,South Korea,AS,Asia
20.150.4.0,20.150.5.255,KR,South Korea,AS,Asia
20.150.14.0,20.150.15.255,KR,South Korea,AS,Asia
20.157.137.0,20.157.137.255,KR,South Korea,AS,Asia
20.157.140.0,20.157.140.255,KR,South Korea,AS,Asia
20.190.144.0,20.190.144.255,KR,South Korea,AS,Asia
20.190.148.0,20.190.148.255,KR,South Korea,AS,Asia
20.190.179.0,20.190.180.255,KR,South Korea,AS,Asia
20.194.0.0,20.194.127.255,KR,South Korea,AS,Asia
20.196.64.0,20.196.255.255,KR,South Korea,AS,Asia
20.200.128.0,20.200.255.255,KR,South Korea,AS,Asia
20.202.40.0,20.202.40.255,KR,South Korea,AS,Asia
20.209.46.0,20.209.47.255,KR,South Korea,AS,Asia
20.214.0.0,20.214.255.255,KR,South Korea,AS,Asia
20.249.0.0,20.249.255.255,KR,South Korea,AS,Asia
23.15.13.0,23.15.13.255,KR,South Korea,AS,Asia
23.32.56.0,23.32.56.255,KR,South Korea,AS,Asia
23.35.218.0,23.35.218.255,KR,South Korea,AS,Asia
23.35.220.0,23.35.223.255,KR,South Korea,AS,Asia
23.36.220.0,23.36.223.255,KR,South Korea,AS,Asia
23.38.196.0,23.38.197.255,KR,South Korea,AS,Asia
23.40.44.0,23.40.47.255,KR,South Korea,AS,Asia
23.43.165.0,23.43.165.255,KR,South Korea,AS,Asia
23.44.173.0,23.44.173.255,KR,South Korea,AS,Asia
23.44.224.0,23.44.224.255,KR,South Korea,AS,Asia
23.49.48.0,23.49.49.255,KR,South Korea,AS,Asia
23.49.144.0,23.49.159.255,KR,South Korea,AS,Asia
23.50.0.0,23.50.3.255,KR,South Korea,AS,Asia
23.50.121.0,23.50.121.255,KR,South Korea,AS,Asia
23.51.28.0,23.51.31.255,KR,South Korea,AS,Asia
23.52.32.0,23.52.35.255,KR,South Korea,AS,Asia
23.53.2.0,23.53.2.255,KR,South Korea,AS,Asia
23.53.32.0,23.53.32.255,KR,South Korea,AS,Asia
23.53.36.0,23.53.39.255,KR,South Korea,AS,Asia
23.53.224.0,23.53.228.255,KR,South Korea,AS,Asia
23.56.136.0,23.56.136.140,KR,South Korea,AS,Asia
23.58.88.0,23.58.88.255,KR,South Korea,AS,Asia
23.59.72.0,23.59.72.255,KR,South Korea,AS,Asia
23.59.151.0,23.59.151.255,KR,South Korea,AS,Asia
23.61.64.0,23.61.79.255,KR,South Korea,AS,Asia
23.62.183.0,23.62.183.255,KR,South Korea,AS,Asia
23.62.232.0,23.62.235.255,KR,South Korea,AS,Asia
23.65.48.0,23.65.63.255,KR,South Korea,AS,Asia
23.65.188.0,23.65.188.255,KR,South Korea,AS,Asia
23.67.53.0,23.67.53.255,KR,South Korea,AS,Asia
23.74.16.0,23.74.23.255,KR,South Korea,AS,Asia
23.76.153.0,23.76.153.255,KR,South Korea,AS,Asia
23.79.245.0,23.79.245.255,KR,South Korea,AS,Asia
23.103.138.0,23.103.138.15,KR,South Korea,AS,Asia
23.103.141.100,23.103.141.161,KR,South Korea,AS,Asia
23.103.141.163,23.103.141.209,KR,South Korea,AS,Asia
23.103.239.74,23.103.239.74,KR,South Korea,AS,Asia
23.193.163.0,23.193.163.255,KR,South Korea,AS,Asia
23.194.214.0,23.194.214.255,KR,South Korea,AS,Asia
23.195.106.0,23.195.107.255,KR,South Korea,AS,Asia
23.196.172.0,23.196.175.255,KR,South Korea,AS,Asia
23.197.54.0,23.197.55.255,KR,South Korea,AS,Asia
23.197.160.0,23.197.175.255,KR,South Korea,AS,Asia
23.200.75.0,23.200.75.255,KR,South Korea,AS,Asia
23.201.35.0,23.201.39.255,KR,South Korea,AS,Asia
23.203.175.0,23.203.175.255,KR,South Korea,AS,Asia
23.204.73.0,23.204.73.255,KR,South Korea,AS,Asia
23.204.116.0,23.204.119.255,KR,South Korea,AS,Asia
23.206.175.0,23.206.175.255,KR,South Korea,AS,Asia
23.207.176.0,23.207.179.255,KR,South Korea,AS,Asia
23.211.117.0,23.211.117.255,KR,South Korea,AS,Asia
23.212.12.0,23.212.15.255,KR,South Korea,AS,Asia
23.213.13.0,23.213.13.255,KR,South Korea,AS,Asia
23.216.159.0,23.216.159.255,KR,South Korea,AS,Asia
23.235.166.168,23.235.166.168,KR,South Korea,AS,Asia
23.238.168.0,23.238.168.255,KR,South Korea,AS,Asia
23.248.160.0,23.248.161.255,KR,South Korea,AS,Asia
23.248.208.0,23.248.208.68,KR,South Korea,AS,Asia
23.248.208.70,23.248.208.104,KR,South Korea,AS,Asia
23.248.208.106,23.248.208.120,KR,South Korea,AS,Asia
23.248.208.122,23.248.208.122,KR,South Korea,AS,Asia
23.248.208.124,23.248.208.213,KR,South Korea,AS,Asia
23.248.208.215,23.248.208.230,KR,South Korea,AS,Asia
23.248.208.232,23.248.208.234,KR,South Korea,AS,Asia
23.248.208.236,23.248.208.255,KR,South Korea,AS,Asia
24.239.136.0,24.239.136.255,KR,South Korea,AS,Asia
27.0.236.0,27.0.239.255,KR,South Korea,AS,Asia
27.1.0.0,27.1.255.255,KR,South Korea,AS,Asia
27.35.0.0,27.35.255.255,KR,South Korea,AS,Asia
27.50.33.213,27.50.33.214,KR,South Korea,AS,Asia
27.96.128.0,27.96.191.255,KR,South Korea,AS,Asia
27.100.128.0,27.102.255.255,KR,South Korea,AS,Asia
27.111.96.0,27.111.127.255,KR,South Korea,AS,Asia
27.112.128.0,27.113.127.255,KR,South Korea,AS,Asia
27.115.128.0,27.115.255.255,KR,South Korea,AS,Asia
27.116.64.0,27.117.255.255,KR,South Korea,AS,Asia
27.118.64.0,27.120.63.255,KR,South Korea,AS,Asia
27.122.128.0,27.122.255.255,KR,South Korea,AS,Asia
27.123.13.0,27.123.13.205,KR,South Korea,AS,Asia
27.123.13.207,27.123.13.255,KR,South Korea,AS,Asia
27.124.8.128,27.124.8.255,KR,South Korea,AS,Asia
27.124.128.0,27.125.127.255,KR,South Korea,AS,Asia
27.126.0.0,27.126.63.255,KR,South Korea,AS,Asia
27.160.0.0,27.183.255.255,KR,South Korea,AS,Asia
27.232.0.0,27.239.255.255,KR,South Korea,AS,Asia
27.255.64.0,27.255.127.255,KR,South Korea,AS,Asia
28.4.38.128,28.4.38.255,KR,South Korea,AS,Asia
28.4.252.128,28.4.252.255,KR,South Korea,AS,Asia
28.6.63.128,28.6.63.255,KR,South Korea,AS,Asia
28.24.128.0,28.24.128.127,KR,South Korea,AS,Asia
28.24.223.128,28.24.223.255,KR,South Korea,AS,Asia
